population_id,gene_id,portfolio_size,portfolio_site_ids,at_least_one_intact_fraction,all_targets_intact_fraction,n_haplotypes_total,n_haplotypes_callable_atleast1,n_haplotypes_callable_all,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
GNgam,AGAP000099,3,AGAP000099__SITE02;AGAP000099__SITE04;AGAP000099__SITE05,1,0.9625,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP000099,3,AGAP000099__SITE02;AGAP000099__SITE04;AGAP000099__SITE05,1,0.96875,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.979166666666667,150,144,144,72,TRUE,TRUE,TRUE
BFgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.955223880597015,184,134,134,67,TRUE,TRUE,TRUE
CMgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.968379446640316,594,506,506,253,TRUE,TRUE,TRUE
CIcol,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.957746478873239,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,1,48,24,24,12,FALSE,TRUE,FALSE
GAgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.990909090909091,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,0.9625,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP000099,3,AGAP000099__SITE03;AGAP000099__SITE04;AGAP000099__SITE05,1,1,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,0.884615384615385,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,0.9875,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE02,1,1,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.986666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.826086956521739,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.95959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.992957746478873,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.898550724637681,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.8375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE03,1,0.986607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.893333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.932659932659933,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.823943661971831,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.992753623188406,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.863636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE04,1,0.977678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.878205128205128,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.973333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.957912457912458,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.894366197183099,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.869565217391304,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.909090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE01;AGAP004239__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.986666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.826086956521739,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.95959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.992957746478873,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.898550724637681,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.8375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE03,1,0.986607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.893333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.932659932659933,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.823943661971831,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.992753623188406,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.863636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE04,1,0.977678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.878205128205128,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.973333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.957912457912458,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.894366197183099,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.869565217391304,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.909090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE02;AGAP004239__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,1,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.88,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.826086956521739,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.892255892255892,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.891304347826087,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.863636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.8375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE04,1,0.964285714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.96,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.782608695652174,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.917508417508417,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.887323943661972,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.768115942028986,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.909090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.85,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE03;AGAP004239__SITE05,1,0.977678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.993589743589744,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.866666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.890572390572391,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.71830985915493,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.86231884057971,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.772727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,2,AGAP004239__SITE04;AGAP004239__SITE05,1,0.96875,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.986666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.826086956521739,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.95959595959596,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.992957746478873,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.898550724637681,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,1,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.8375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE03,1,0.986607142857143,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.893333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,1,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.932659932659933,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.823943661971831,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.992753623188406,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.863636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.975,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE04,1,0.977678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.878205128205128,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.973333333333333,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.957912457912458,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.894366197183099,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.869565217391304,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.909090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.9875,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE02;AGAP004239__SITE05,1,0.991071428571429,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.884615384615385,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.88,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.826086956521739,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.892255892255892,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.816901408450704,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.891304347826087,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.863636363636364,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.825,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE04,1,0.964285714285714,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.878205128205128,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.96,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.782608695652174,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.917508417508417,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.887323943661972,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.768115942028986,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.909090909090909,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,1,24,24,24,12,FALSE,TRUE,FALSE
GNgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.8375,80,80,80,40,TRUE,TRUE,TRUE
UGgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE03;AGAP004239__SITE05,1,0.977678571428571,224,224,224,112,TRUE,TRUE,TRUE
AOcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.878205128205128,156,156,156,78,TRUE,TRUE,TRUE
BFcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.866666666666667,150,150,150,75,TRUE,TRUE,TRUE
BFgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.956521739130435,184,184,184,92,TRUE,TRUE,TRUE
CMgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.890572390572391,594,594,594,297,TRUE,TRUE,TRUE
CIcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.71830985915493,142,142,142,71,TRUE,TRUE,TRUE
FRgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,1,48,48,48,24,TRUE,TRUE,FALSE
GAgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.86231884057971,138,138,138,69,TRUE,TRUE,TRUE
GHcol,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.772727272727273,110,110,110,55,TRUE,TRUE,TRUE
GHgam,AGAP004239,3,AGAP004239__SITE01;AGAP004239__SITE04;AGAP004239__SITE05,1,0.958333333333333,24,24,24,12,FALSE,TRUE,FALSE
