contig,population_id,population_site_id,n_haplotypes_total,n_haplotypes_called_23bp,callable_fraction_23bp,target_23bp_exact_match_fraction,pam_intact_fraction,protospacer_exact_match_fraction,max_target_variant_alt_af,mean_target_heterozygosity_proxy,n_variable_positions,n_variant_positions_in_panel,n_samples,primary_population_n20,sensitivity_population_n10,sensitivity_population_n30
2L,GHgam,AGAP007217__SITE04,24,24,1,1,1,1,0,0,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007217__SITE04,80,80,1,0.9625,1,0.9625,0.0375,0.00313858695652174,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007217__SITE04,224,224,1,0.977678571428571,1,0.977678571428571,0.0223214285714286,0.00189766803460515,4,4,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP007217__SITE05,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP007217__SITE05,150,150,1,0.993333333333333,0.993333333333333,1,0.00666666666666667,0.000575845410628019,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP007217__SITE05,184,184,1,0.978260869565217,0.989130434782609,0.989130434782609,0.0108695652173913,0.00187494863154434,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP007217__SITE05,594,594,1,0.994949494949495,0.998316498316498,0.996632996632997,0.00168350168350168,0.000438435001456521,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP007217__SITE05,142,142,1,1,1,1,0,0,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP007217__SITE05,48,48,1,1,1,1,0,0,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP007217__SITE05,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP007217__SITE05,110,110,1,1,1,1,0,0,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP007217__SITE05,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP007217__SITE05,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP007217__SITE05,224,224,1,0.986607142857143,1,0.986607142857143,0.0133928571428571,0.00114899900177462,4,4,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP009091__SITE01,156,156,1,0.967948717948718,1,0.967948717948718,0.0256410256410256,0.00272632421461853,7,7,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP009091__SITE01,150,150,1,0.986666666666667,1,0.986666666666667,0.00666666666666667,0.00115169082125604,7,7,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP009091__SITE01,184,184,1,0.978260869565217,0.978260869565217,1,0.0108695652173913,0.00186981178597847,7,7,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP009091__SITE01,594,594,1,0.984848484848485,0.986531986531987,0.998316498316498,0.0101010101010101,0.00130741859624893,7,7,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP009091__SITE01,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,7,7,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP009091__SITE01,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP009091__SITE01,138,138,1,1,1,1,0,0,7,7,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP009091__SITE01,110,110,1,1,1,1,0,0,7,7,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP009091__SITE01,24,24,1,1,1,1,0,0,7,7,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP009091__SITE01,80,80,1,0.975,1,0.975,0.025,0.0021195652173913,7,7,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP009091__SITE01,224,224,1,0.959821428571429,0.959821428571429,1,0.0401785714285714,0.00335341337622005,7,7,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP009091__SITE02,156,156,1,0.993589743589744,0.993589743589744,1,0.00641025641025641,0.000553840436783581,6,6,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP009091__SITE02,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,6,6,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP009091__SITE02,184,184,1,0.994565217391304,0.994565217391304,1,0.00543478260869565,0.000470021369277554,6,6,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP009091__SITE02,594,594,1,0.98989898989899,0.998316498316498,0.991582491582492,0.00336700336700337,0.000875884201897963,6,6,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP009091__SITE02,142,142,1,0.971830985915493,1,0.971830985915493,0.0211267605633803,0.00240635484677816,6,6,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP009091__SITE02,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP009091__SITE02,138,138,1,1,1,1,0,0,6,6,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP009091__SITE02,110,110,1,0.990909090909091,1,0.990909090909091,0.00909090909090909,0.000783327344592167,6,6,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP009091__SITE02,24,24,1,1,1,1,0,0,6,6,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP009091__SITE02,80,80,1,1,1,1,0,0,6,6,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP009091__SITE02,224,224,1,1,1,1,0,0,6,6,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP009091__SITE03,156,156,1,0.974358974358974,1,0.974358974358974,0.0256410256410256,0.00217248377783495,5,5,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP009091__SITE03,150,150,1,0.986666666666667,0.993333333333333,0.993333333333333,0.00666666666666667,0.00115169082125604,5,5,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP009091__SITE03,184,184,1,0.989130434782609,1,0.989130434782609,0.00543478260869565,0.000940042738555108,5,5,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP009091__SITE03,594,594,1,0.993265993265993,1,0.993265993265993,0.00336700336700337,0.000583594200926949,5,5,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP009091__SITE03,142,142,1,0.964788732394366,0.992957746478873,0.971830985915493,0.028169014084507,0.00298853747099868,5,5,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP009091__SITE03,48,48,1,0.979166666666667,1,0.979166666666667,0.0208333333333333,0.00177385265700483,5,5,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP009091__SITE03,138,138,1,1,1,1,0,0,5,5,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP009091__SITE03,110,110,1,0.981818181818182,1,0.981818181818182,0.00909090909090909,0.00156665468918433,5,5,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP009091__SITE03,24,24,1,1,1,1,0,0,5,5,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP009091__SITE03,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,5,5,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP009091__SITE03,224,224,1,1,1,1,0,0,5,5,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP009091__SITE04,156,156,1,0.525641025641026,1,0.525641025641026,0.474358974358974,0.0227824943544007,7,7,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP009091__SITE04,150,150,1,0.793333333333333,0.973333333333333,0.813333333333333,0.18,0.0156908212560387,7,7,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP009091__SITE04,184,184,1,0.771739130434783,1,0.771739130434783,0.228260869565217,0.015318073477439,7,7,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP009091__SITE04,594,594,1,0.750841750841751,0.993265993265993,0.752525252525253,0.247474747474748,0.0169217673243438,7,7,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP009091__SITE04,142,142,1,0.873239436619718,0.992957746478873,0.880281690140845,0.119718309859155,0.00977204315913854,7,7,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP009091__SITE04,48,48,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,7,7,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP009091__SITE04,138,138,1,0.876811594202899,1,0.876811594202899,0.123188405797101,0.0100179903746929,7,7,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP009091__SITE04,110,110,1,0.918181818181818,1,0.918181818181818,0.0818181818181818,0.00731584620912684,7,7,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP009091__SITE04,24,24,1,0.833333333333333,1,0.833333333333333,0.166666666666667,0.0120772946859903,7,7,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP009091__SITE04,80,80,1,0.7375,1,0.7375,0.2625,0.0168342391304348,7,7,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP009091__SITE04,224,224,1,0.75,0.986607142857143,0.75,0.245535714285714,0.0176509122670807,7,7,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP009091__SITE05,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP009091__SITE05,150,150,1,1,1,1,0,0,3,3,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP009091__SITE05,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,3,3,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP009091__SITE05,594,594,1,0.993265993265993,1,0.993265993265993,0.00505050505050505,0.000583101300419409,3,3,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP009091__SITE05,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP009091__SITE05,48,48,1,0.854166666666667,1,0.854166666666667,0.145833333333333,0.0108318236714976,3,3,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP009091__SITE05,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP009091__SITE05,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP009091__SITE05,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP009091__SITE05,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,3,3,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP009091__SITE05,224,224,1,0.964285714285714,1,0.964285714285714,0.03125,0.00301893855368234,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006989__SITE01,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006989__SITE01,150,150,1,0.993333333333333,0.993333333333333,1,0.00666666666666667,0.000575845410628019,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006989__SITE01,184,184,1,1,1,1,0,0,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006989__SITE01,594,594,1,0.994949494949495,0.998316498316498,0.996632996632997,0.00336700336700337,0.000437942100948981,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006989__SITE01,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006989__SITE01,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006989__SITE01,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006989__SITE01,110,110,1,0.990909090909091,1,0.990909090909091,0.00909090909090909,0.000783327344592167,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006989__SITE01,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006989__SITE01,80,80,1,0.9875,0.9875,1,0.0125,0.00107336956521739,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006989__SITE01,224,224,1,0.995535714285714,0.995535714285714,1,0.00446428571428571,0.000386465727595386,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006989__SITE02,156,156,1,1,1,1,0,0,4,4,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006989__SITE02,150,150,1,0.973333333333333,1,0.973333333333333,0.02,0.00228019323671498,4,4,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006989__SITE02,184,184,1,0.940217391304348,1,0.940217391304348,0.0597826086956522,0.00488770855592997,4,4,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006989__SITE02,594,594,1,0.96969696969697,1,0.96969696969697,0.0252525252525253,0.00257836255493992,4,4,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006989__SITE02,142,142,1,0.950704225352113,1,0.950704225352113,0.0422535211267606,0.00412702793614104,4,4,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006989__SITE02,48,48,1,0.729166666666667,1,0.729166666666667,0.270833333333333,0.0171724033816425,4,4,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006989__SITE02,138,138,1,1,1,1,0,0,4,4,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006989__SITE02,110,110,1,0.990909090909091,1,0.990909090909091,0.00909090909090909,0.000783327344592167,4,4,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006989__SITE02,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,4,4,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006989__SITE02,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,4,4,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006989__SITE02,224,224,1,0.986607142857143,1,0.986607142857143,0.00892857142857143,0.00115593112244898,4,4,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006989__SITE03,156,156,1,0.974358974358974,1,0.974358974358974,0.0256410256410256,0.00217248377783495,6,6,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006989__SITE03,150,150,1,0.04,1,0.04,0.953333333333333,0.00674009661835749,6,6,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006989__SITE03,184,184,1,0.0543478260869565,1,0.0543478260869565,0.945652173913043,0.00634400427385551,6,6,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006989__SITE03,594,594,1,0.363636363636364,1,0.363636363636364,0.634680134680135,0.0205988051105896,6,6,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006989__SITE03,142,142,1,0.542253521126761,1,0.542253521126761,0.457746478873239,0.0221919391425097,6,6,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006989__SITE03,48,48,1,0.0833333333333333,1,0.0833333333333333,0.916666666666667,0.00664251207729469,6,6,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006989__SITE03,138,138,1,0.485507246376812,1,0.485507246376812,0.514492753623188,0.0217208660949928,6,6,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006989__SITE03,110,110,1,0.609090909090909,1,0.609090909090909,0.390909090909091,0.020704275961193,6,6,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006989__SITE03,24,24,1,0.291666666666667,1,0.291666666666667,0.708333333333333,0.0179649758454106,6,6,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006989__SITE03,80,80,1,0.3375,1,0.3375,0.6625,0.0194429347826087,6,6,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006989__SITE03,224,224,1,0.254464285714286,1,0.254464285714286,0.745535714285714,0.0172696456299911,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006989__SITE04,156,156,1,0.967948717948718,1,0.967948717948718,0.0320512820512821,0.00269773890175228,6,6,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006989__SITE04,150,150,1,0.86,1,0.86,0.0866666666666667,0.0112734299516908,6,6,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006989__SITE04,184,184,1,0.847826086956522,1,0.847826086956522,0.108695652173913,0.0125981137503082,6,6,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006989__SITE04,594,594,1,0.929292929292929,1,0.929292929292929,0.0521885521885522,0.00602792675695618,6,6,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006989__SITE04,142,142,1,0.901408450704225,1,0.901408450704225,0.0563380281690141,0.00823680601674961,6,6,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006989__SITE04,48,48,1,1,1,1,0,0,6,6,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006989__SITE04,138,138,1,0.985507246376812,1,0.985507246376812,0.0144927536231884,0.00124197510570487,6,6,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006989__SITE04,110,110,1,0.8,1,0.8,0.127272727272727,0.0158246496586418,6,6,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006989__SITE04,24,24,1,0.708333333333333,1,0.708333333333333,0.166666666666667,0.0215881642512077,6,6,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006989__SITE04,80,80,1,0.9375,1,0.9375,0.05,0.00520380434782609,6,6,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006989__SITE04,224,224,1,0.875,1,0.875,0.107142857142857,0.00984361135758651,6,6,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP006989__SITE05,156,156,1,0.942307692307692,1,0.942307692307692,0.0576923076923077,0.00472729611525598,5,5,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP006989__SITE05,150,150,1,0.0733333333333333,0.966666666666667,0.08,0.92,0.0151111111111111,5,5,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP006989__SITE05,184,184,1,0.146739130434783,1,0.146739130434783,0.853260869565217,0.0108875441768719,5,5,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP006989__SITE05,594,594,1,0.410774410774411,1,0.410774410774411,0.587542087542088,0.0216558302490084,5,5,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP006989__SITE05,142,142,1,0.591549295774648,0.985915492957746,0.591549295774648,0.408450704225352,0.0257799090932613,5,5,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP006989__SITE05,48,48,1,0.0833333333333333,1,0.0833333333333333,0.916666666666667,0.00664251207729469,5,5,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP006989__SITE05,138,138,1,0.833333333333333,1,0.833333333333333,0.166666666666667,0.0120772946859903,5,5,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP006989__SITE05,110,110,1,0.663636363636364,0.945454545454546,0.663636363636364,0.336363636363636,0.0254473589651455,5,5,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP006989__SITE05,24,24,1,0.25,1,0.25,0.75,0.016304347826087,5,5,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP006989__SITE05,80,80,1,0.4,1,0.4,0.6,0.0208695652173913,5,5,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP006989__SITE05,224,224,1,0.290178571428571,1,0.290178571428571,0.709821428571429,0.0182973325199645,5,5,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005062__SITE01,156,156,1,1,1,1,0,0,0,0,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005062__SITE01,150,150,1,1,1,1,0,0,0,0,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005062__SITE01,184,184,1,1,1,1,0,0,0,0,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005062__SITE01,594,594,1,1,1,1,0,0,0,0,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005062__SITE01,142,142,1,1,1,1,0,0,0,0,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005062__SITE01,48,48,1,1,1,1,0,0,0,0,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005062__SITE01,138,138,1,1,1,1,0,0,0,0,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005062__SITE01,110,110,1,1,1,1,0,0,0,0,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005062__SITE01,24,24,1,1,1,1,0,0,0,0,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005062__SITE01,80,80,1,1,1,1,0,0,0,0,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005062__SITE01,224,224,1,1,1,1,0,0,0,0,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005062__SITE02,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005062__SITE02,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005062__SITE02,184,184,1,1,1,1,0,0,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005062__SITE02,594,594,1,0.996632996632997,1,0.996632996632997,0.00336700336700337,0.000291797100463474,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005062__SITE02,142,142,1,0.97887323943662,1,0.97887323943662,0.0211267605633803,0.00179829743925895,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005062__SITE02,48,48,1,0.895833333333333,1,0.895833333333333,0.104166666666667,0.00811443236714976,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005062__SITE02,138,138,1,0.971014492753623,1,0.971014492753623,0.0289855072463768,0.00244742153183018,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005062__SITE02,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005062__SITE02,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005062__SITE02,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005062__SITE02,224,224,1,0.995535714285714,1,0.995535714285714,0.00446428571428571,0.000386465727595386,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005062__SITE03,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005062__SITE03,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005062__SITE03,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005062__SITE03,594,594,1,0.991582491582492,1,0.991582491582492,0.00841750841750842,0.000725795997352139,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005062__SITE03,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005062__SITE03,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005062__SITE03,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005062__SITE03,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005062__SITE03,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005062__SITE03,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005062__SITE03,224,224,1,1,1,1,0,0,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005062__SITE04,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005062__SITE04,150,150,1,0.993333333333333,1,0.993333333333333,0.00666666666666667,0.000575845410628019,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005062__SITE04,184,184,1,0.994565217391304,1,0.994565217391304,0.00543478260869565,0.000470021369277554,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005062__SITE04,594,594,1,0.991582491582492,1,0.991582491582492,0.00841750841750842,0.000725795997352139,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005062__SITE04,142,142,1,1,1,1,0,0,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005062__SITE04,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005062__SITE04,138,138,1,1,1,1,0,0,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005062__SITE04,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005062__SITE04,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005062__SITE04,80,80,1,0.9875,1,0.9875,0.0125,0.00107336956521739,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005062__SITE04,224,224,1,1,1,1,0,0,3,3,112,TRUE,TRUE,TRUE
2L,AOcol,AGAP005062__SITE05,156,156,1,1,1,1,0,0,3,3,78,TRUE,TRUE,TRUE
2L,BFcol,AGAP005062__SITE05,150,150,1,1,1,1,0,0,3,3,75,TRUE,TRUE,TRUE
2L,BFgam,AGAP005062__SITE05,184,184,1,0.983695652173913,1,0.983695652173913,0.016304347826087,0.00139465357113504,3,3,92,TRUE,TRUE,TRUE
2L,CMgam,AGAP005062__SITE05,594,594,1,0.976430976430976,1,0.976430976430976,0.0185185185185185,0.0020174417773598,3,3,297,TRUE,TRUE,TRUE
2L,CIcol,AGAP005062__SITE05,142,142,1,0.97887323943662,1,0.97887323943662,0.0211267605633803,0.00179829743925895,3,3,71,TRUE,TRUE,TRUE
2L,FRgam,AGAP005062__SITE05,48,48,1,1,1,1,0,0,3,3,24,TRUE,TRUE,FALSE
2L,GAgam,AGAP005062__SITE05,138,138,1,0.949275362318841,1,0.949275362318841,0.0434782608695652,0.00424189291617581,3,3,69,TRUE,TRUE,TRUE
2L,GHcol,AGAP005062__SITE05,110,110,1,1,1,1,0,0,3,3,55,TRUE,TRUE,TRUE
2L,GHgam,AGAP005062__SITE05,24,24,1,1,1,1,0,0,3,3,12,FALSE,TRUE,FALSE
2L,GNgam,AGAP005062__SITE05,80,80,1,1,1,1,0,0,3,3,40,TRUE,TRUE,TRUE
2L,UGgam,AGAP005062__SITE05,224,224,1,0.982142857142857,1,0.982142857142857,0.0178571428571429,0.00152506654835847,3,3,112,TRUE,TRUE,TRUE
3R,AOcol,AGAP008118__SITE01,156,156,1,1,1,1,0,0,7,7,78,TRUE,TRUE,TRUE
3R,BFcol,AGAP008118__SITE01,150,150,1,0.98,1,0.98,0.0133333333333333,0.00171980676328502,7,7,75,TRUE,TRUE,TRUE
3R,BFgam,AGAP008118__SITE01,184,184,1,0.951086956521739,1,0.951086956521739,0.0434782608695652,0.00408636064765349,7,7,92,TRUE,TRUE,TRUE
3R,CMgam,AGAP008118__SITE01,594,594,1,0.962962962962963,0.998316498316498,0.964646464646465,0.0286195286195286,0.00314519813861052,7,7,297,TRUE,TRUE,TRUE
3R,CIcol,AGAP008118__SITE01,142,142,1,0.992957746478873,1,0.992957746478873,0.00704225352112676,0.000608057407519212,7,7,71,TRUE,TRUE,TRUE
3R,FRgam,AGAP008118__SITE01,48,48,1,1,1,1,0,0,7,7,24,TRUE,TRUE,FALSE
3R,GAgam,AGAP008118__SITE01,138,138,1,0.978260869565217,1,0.978260869565217,0.0217391304347826,0.00184926440371497,7,7,69,TRUE,TRUE,TRUE
3R,GHcol,AGAP008118__SITE01,110,110,1,0.972727272727273,1,0.972727272727273,0.00909090909090909,0.0023499820337765,7,7,55,TRUE,TRUE,TRUE
3R,GHgam,AGAP008118__SITE01,24,24,1,0.958333333333333,1,0.958333333333333,0.0416666666666667,0.00347222222222222,7,7,12,FALSE,TRUE,FALSE
3R,GNgam,AGAP008118__SITE01,80,80,1,0.9,1,0.9,0.0625,0.00828804347826087,7,7,40,TRUE,TRUE,TRUE
3R,UGgam,AGAP008118__SITE01,224,224,1,0.973214285714286,1,0.973214285714286,0.0223214285714286,0.00228413376220053,7,7,112,TRUE,TRUE,TRUE
