population_site_id,gene_id,min_population_n,populations_assessed_sensitivity,population_q10_sensitivity,population_breadth_sensitivity,max_alt_af_sensitivity,site_score_sensitivity,class_sensitivity
AGAP006098__SITE02,AGAP006098,10,11,0.962429951690821,1,0.0466666666666667,0.981596471575868,ROBUST
AGAP006098__SITE03,AGAP006098,10,11,0.890456679470764,0.818181818181818,0.126760563380282,0.919978819092757,INTERMEDIATE
AGAP006098__SITE04,AGAP006098,10,11,0.924463223787168,0.636363636363636,0.0727272727272727,0.904025769117949,INTERMEDIATE
AGAP006098__SITE05,AGAP006098,10,11,0.924463223787168,0.727272727272727,0.0727272727272727,0.918381748959004,INTERMEDIATE
AGAP012461__SITE01,AGAP012461,10,0,,,,,UNRESOLVED_CONTIG
AGAP012461__SITE02,AGAP012461,10,0,,,,,UNRESOLVED_CONTIG
AGAP012461__SITE03,AGAP012461,10,0,,,,,UNRESOLVED_CONTIG
AGAP012461__SITE04,AGAP012461,10,0,,,,,UNRESOLVED_CONTIG
AGAP012461__SITE05,AGAP012461,10,0,,,,,UNRESOLVED_CONTIG
AGAP006766__SITE01,AGAP006766,10,11,0.980072463768116,1,0.016304347826087,0.991042265381169,ROBUST
AGAP006766__SITE02,AGAP006766,10,11,0.372222222222222,0.272727272727273,0.666666666666667,0.585261732463225,CONCERN
AGAP006766__SITE03,AGAP006766,10,11,0.972773386034256,1,0.0272727272727273,0.985002321116046,ROBUST
AGAP006766__SITE04,AGAP006766,10,11,0.9599222999223,0.909090909090909,0.0512820512820513,0.964872722633917,INTERMEDIATE
AGAP006766__SITE05,AGAP006766,10,11,0.836444444444444,0.272727272727273,0.166666666666667,0.806940955396179,INTERMEDIATE
AGAP012499__SITE01,AGAP012499,10,0,,,,,UNRESOLVED_CONTIG
AGAP012499__SITE02,AGAP012499,10,0,,,,,UNRESOLVED_CONTIG
AGAP012499__SITE03,AGAP012499,10,0,,,,,UNRESOLVED_CONTIG
AGAP012499__SITE04,AGAP012499,10,0,,,,,UNRESOLVED_CONTIG
AGAP012499__SITE05,AGAP012499,10,0,,,,,UNRESOLVED_CONTIG
AGAP007965__SITE01,AGAP007965,10,11,0.299893162393163,0,0.82051282051282,0.435672541596049,CONCERN
AGAP007965__SITE02,AGAP007965,10,11,0.944888888888889,0.909090909090909,0.0375,0.959853982253236,ROBUST
AGAP007965__SITE03,AGAP007965,10,11,0.403454106280193,0,0.601449275362319,0.509615187519957,CONCERN
AGAP007965__SITE04,AGAP007965,10,11,0.948550860719875,0.909090909090909,0.0422535211267606,0.961813312863765,ROBUST
AGAP007965__SITE05,AGAP007965,10,11,0.195833333333334,0,0.833333333333333,0.285640991471215,CONCERN
AGAP012519__SITE01,AGAP012519,10,0,,,,,UNRESOLVED_CONTIG
AGAP012519__SITE02,AGAP012519,10,0,,,,,UNRESOLVED_CONTIG
AGAP012519__SITE03,AGAP012519,10,0,,,,,UNRESOLVED_CONTIG
AGAP012519__SITE04,AGAP012519,10,0,,,,,UNRESOLVED_CONTIG
AGAP012519__SITE05,AGAP012519,10,0,,,,,UNRESOLVED_CONTIG
AGAP007031__SITE01,AGAP007031,10,11,0.754850427350427,0.909090909090909,0.448717948717949,0.865225770291069,INTERMEDIATE
AGAP007031__SITE02,AGAP007031,10,11,0.754850427350427,0.909090909090909,0.448717948717949,0.864799331058659,INTERMEDIATE
AGAP007031__SITE03,AGAP007031,10,11,0.846376811594203,0.909090909090909,0.25,0.917787263569224,INTERMEDIATE
AGAP007031__SITE04,AGAP007031,10,11,0.846376811594203,0.909090909090909,0.25,0.919039928814426,INTERMEDIATE
AGAP007031__SITE05,AGAP007031,10,11,0.977845849802372,1,0.0272727272727273,0.988935682260634,ROBUST
AGAP011377__SITE01,AGAP011377,10,11,0,0,1,0.174440298507463,CONCERN
AGAP011377__SITE02,AGAP011377,10,11,0.0478632478632481,0,1,0.220947688298435,CONCERN
AGAP011377__SITE03,AGAP011377,10,11,0.194185626579993,0,0.826923076923077,0.357085442236273,CONCERN
AGAP011377__SITE04,AGAP011377,10,11,0.776111111111111,0.272727272727273,0.2125,0.76941714587237,INTERMEDIATE
AGAP011377__SITE05,AGAP011377,10,11,0.907619047619047,0.909090909090909,0.125,0.934004005944304,INTERMEDIATE
AGAP004050__SITE01,AGAP004050,10,11,1,1,0,1,ROBUST
AGAP004050__SITE02,AGAP004050,10,11,1,1,0,1,ROBUST
AGAP004050__SITE03,AGAP004050,10,11,0.801388888888889,0.454545454545455,0.208333333333333,0.811581634576038,INTERMEDIATE
AGAP004050__SITE04,AGAP004050,10,11,0.801388888888889,0.454545454545455,0.208333333333333,0.816165856324439,INTERMEDIATE
AGAP004050__SITE05,AGAP004050,10,11,0.445410628019324,0,0.583333333333333,0.516638726656572,CONCERN
AGAP028779__SITE01,AGAP028779,10,11,0.766666666666666,0.636363636363636,0.166666666666667,0.852730664857531,INTERMEDIATE
AGAP028779__SITE02,AGAP028779,10,11,0.766666666666666,0.636363636363636,0.166666666666667,0.852730664857531,INTERMEDIATE
AGAP028779__SITE03,AGAP028779,10,11,0.766666666666666,0.636363636363636,0.166666666666667,0.852730664857531,INTERMEDIATE
AGAP028779__SITE04,AGAP028779,10,11,0.999102132435466,1,0.00168350168350168,0.999420615776337,ROBUST
AGAP028779__SITE05,AGAP028779,10,11,0.999102132435466,1,0.00168350168350168,0.999420615776337,ROBUST
AGAP007999__SITE01,AGAP007999,20,10,0.777989130434783,0.7,0.270833333333333,0.856662350128241,INTERMEDIATE
AGAP007999__SITE02,AGAP007999,20,10,0.988196448613116,1,0.00892857142857143,0.993864144136221,ROBUST
AGAP007999__SITE03,AGAP007999,20,10,0.989262666346,1,0.00892857142857143,0.994370570637673,ROBUST
AGAP007999__SITE04,AGAP007999,20,10,0.377457264957265,0,0.708333333333333,0.487470215315365,CONCERN
AGAP007999__SITE05,AGAP007999,20,10,0.974756258234519,1,0.0108695652173913,0.990256692258639,ROBUST
AGAP005917__SITE01,AGAP005917,20,10,0.974305555555556,1,0.02,0.989524150082919,ROBUST
AGAP005917__SITE02,AGAP005917,20,10,0.997867564534231,1,0.00336700336700337,0.998757056468499,ROBUST
AGAP005917__SITE03,AGAP005917,20,10,0,0,1,0.157222814498934,CONCERN
AGAP005917__SITE04,AGAP005917,20,10,0,0,1,0.155303837953092,CONCERN
AGAP005917__SITE05,AGAP005917,20,10,0.97058810325477,1,0.0202020202020202,0.985029808868117,ROBUST
AGAP011966__SITE01,AGAP011966,20,10,0.963297101449275,1,0.025,0.983926620778097,ROBUST
AGAP011966__SITE02,AGAP011966,20,10,0.297857447716603,0,0.709090909090909,0.406273821126669,CONCERN
AGAP011966__SITE03,AGAP011966,20,10,0.297857447716603,0,0.709090909090909,0.407659748632,CONCERN
AGAP011966__SITE04,AGAP011966,20,10,0.986628968253968,1,0.0133333333333333,0.992845230691779,ROBUST
AGAP011966__SITE05,AGAP011966,20,10,0.00733333333333333,0,1,0.0765668088130775,CONCERN
AGAP004036__SITE01,AGAP004036,20,10,0.66316856452726,0.2,0.333333333333333,0.682421494365646,CONCERN
AGAP004036__SITE02,AGAP004036,20,10,0.252582683017466,0,0.756410256410256,0.358719996925708,CONCERN
AGAP004036__SITE03,AGAP004036,20,10,0.948460144927536,0.9,0.0625,0.961280814483484,INTERMEDIATE
AGAP004036__SITE04,AGAP004036,20,10,0.948460144927536,0.9,0.0625,0.961094247319304,INTERMEDIATE
AGAP004036__SITE05,AGAP004036,20,10,0.832936307519641,0.5,0.1125,0.838961688820209,INTERMEDIATE
AGAP004825__SITE01,AGAP004825,20,10,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP004825__SITE02,AGAP004825,20,10,0.452626811594203,0.4,0.5625,0.676288366011557,CONCERN
AGAP004825__SITE03,AGAP004825,20,10,0.727304445420387,0.4,0.276094276094276,0.760032248777652,INTERMEDIATE
AGAP004825__SITE04,AGAP004825,20,10,0.904891304347826,0.9,0.125,0.941500011588023,INTERMEDIATE
AGAP004825__SITE05,AGAP004825,20,10,0.973560606060606,1,0.0272727272727273,0.989063731666344,ROBUST
AGAP003595__SITE01,AGAP003595,20,10,0.968560250391237,1,0.0211267605633803,0.984377066712047,ROBUST
AGAP003595__SITE02,AGAP003595,20,10,0.722350427350427,0.6,0.391025641025641,0.809576727170011,INTERMEDIATE
AGAP003595__SITE03,AGAP003595,20,10,0.900516431924883,0.5,0.1,0.874084331861818,INTERMEDIATE
AGAP003595__SITE04,AGAP003595,20,10,0.98082729468599,1,0.0208333333333333,0.990591507395734,ROBUST
AGAP003595__SITE05,AGAP003595,20,10,0.958475743348983,0.9,0.02,0.969927038182662,ROBUST
AGAP007413__SITE01,AGAP007413,20,10,0.796506874767744,0.3,0.217391304347826,0.793229805741162,INTERMEDIATE
AGAP007413__SITE02,AGAP007413,20,10,0.892250511616709,0.6,0.0666666666666667,0.89045779492621,INTERMEDIATE
AGAP007413__SITE03,AGAP007413,20,10,0.982506587615283,1,0.0181818181818182,0.990610170842569,ROBUST
AGAP007413__SITE04,AGAP007413,20,10,0.952759720717467,0.9,0.0705128205128205,0.962540567104631,INTERMEDIATE
AGAP007413__SITE05,AGAP007413,20,10,0.181944444444445,0,0.833333333333333,0.363751924899313,CONCERN
AGAP009600__SITE01,AGAP009600,20,10,0.754199182460052,0.7,0.346153846153846,0.841023963238434,INTERMEDIATE
AGAP009600__SITE02,AGAP009600,20,10,0.987229468599034,1,0.016304347826087,0.994244096546254,ROBUST
AGAP009600__SITE03,AGAP009600,20,10,0.866123188405797,0.5,0.123188405797101,0.851600016223232,INTERMEDIATE
AGAP009600__SITE04,AGAP009600,20,10,0.845471014492754,0.5,0.123188405797101,0.840919915175675,INTERMEDIATE
AGAP009600__SITE05,AGAP009600,20,10,0.97018115942029,1,0.0326086956521739,0.984993375513736,ROBUST
AGAP005763__SITE01,AGAP005763,20,10,0.982529761904762,1,0.0133928571428571,0.992134306147832,ROBUST
AGAP005763__SITE02,AGAP005763,20,10,0.00491071428571427,0,1,0.161222348081024,CONCERN
AGAP005763__SITE03,AGAP005763,20,10,0.00491071428571427,0,1,0.168578424840085,CONCERN
AGAP005763__SITE04,AGAP005763,20,10,0.819749670619236,0.6,0.2,0.853988590362698,INTERMEDIATE
AGAP005763__SITE05,AGAP005763,20,10,0.825507246376811,0.5,0.2,0.839228623960941,INTERMEDIATE
AGAP011204__SITE01,AGAP011204,20,10,0.821074879227053,0.3,0.202898550724638,0.803433022516816,INTERMEDIATE
AGAP011204__SITE02,AGAP011204,20,10,0.828938060731539,0.2,0.202898550724638,0.787653615334302,INTERMEDIATE
AGAP011204__SITE03,AGAP011204,20,10,0.513695652173913,0,0.398550724637681,0.584597625227898,CONCERN
AGAP011204__SITE04,AGAP011204,20,10,0.623822463768116,0.2,0.398550724637681,0.663824424075276,CONCERN
AGAP011204__SITE05,AGAP011204,20,10,0.791183574879227,0.2,0.145833333333333,0.784667784267071,INTERMEDIATE
AGAP009921__SITE01,AGAP009921,20,10,0.974826291079812,1,0.028169014084507,0.989023999719711,ROBUST
AGAP009921__SITE02,AGAP009921,20,10,0.98950117370892,1,0.0125,0.995698854194821,ROBUST
AGAP009921__SITE03,AGAP009921,20,10,0.993785024154589,1,0.00666666666666667,0.997219887879443,ROBUST
AGAP009921__SITE04,AGAP009921,20,10,0.801241997439181,0.7,0.236363636363636,0.869360702887611,INTERMEDIATE
AGAP009921__SITE05,AGAP009921,20,10,0.93206572769953,0.8,0.0633802816901408,0.94220079181557,INTERMEDIATE
AGAP002300__SITE01,AGAP002300,20,10,0.826811594202899,0.5,0.201086956521739,0.833502518463583,INTERMEDIATE
AGAP002300__SITE02,AGAP002300,20,10,0.0978260869565218,0,0.942028985507246,0.276922066685207,CONCERN
AGAP002300__SITE03,AGAP002300,20,10,0.971888820847792,1,0.036231884057971,0.986550509343464,ROBUST
AGAP002300__SITE04,AGAP002300,20,10,0.971888820847792,1,0.036231884057971,0.986070765207004,ROBUST
AGAP002300__SITE05,AGAP002300,20,10,0.989732905982906,1,0.0125,0.995383652934959,ROBUST
AGAP004038__SITE01,AGAP004038,20,10,0.978596364511857,1,0.0256410256410256,0.990059402209917,ROBUST
AGAP004038__SITE02,AGAP004038,20,10,0.604956501831502,0.5,0.538461538461538,0.735079538775901,CONCERN
AGAP004038__SITE03,AGAP004038,20,10,0,0,1,0.153731343283582,CONCERN
AGAP004038__SITE04,AGAP004038,20,10,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP004038__SITE05,AGAP004038,20,10,0.646757246376812,0.2,0.2375,0.693765537606996,CONCERN
AGAP003769__SITE01,AGAP003769,20,10,0.921292929292929,0.6,0.0666666666666667,0.90432820744761,INTERMEDIATE
AGAP003769__SITE02,AGAP003769,20,10,0.885878787878788,0.8,0.136363636363636,0.920503909026297,INTERMEDIATE
AGAP003769__SITE03,AGAP003769,20,10,0.938416666666667,0.8,0.0625,0.944196384150675,INTERMEDIATE
AGAP003769__SITE04,AGAP003769,20,10,0.778002560819463,0.3,0.17948717948718,0.788582839100497,INTERMEDIATE
AGAP003769__SITE05,AGAP003769,20,10,0.851873666239863,0.6,0.136363636363636,0.879070858893751,INTERMEDIATE
AGAP002004__SITE01,AGAP002004,20,10,0.848642580118392,0.6,0.108695652173913,0.878284683223721,INTERMEDIATE
AGAP002004__SITE02,AGAP002004,20,10,0.987532349896481,1,0.00641025641025641,0.994749524519662,ROBUST
AGAP002004__SITE03,AGAP002004,20,10,0.967889492753623,1,0.0223214285714286,0.983983300693736,ROBUST
AGAP002004__SITE04,AGAP002004,20,10,0.950398550724637,1,0.0448717948717949,0.971305421946645,ROBUST
AGAP002004__SITE05,AGAP002004,20,10,0.922010869565218,0.7,0.0869565217391304,0.91286783280801,INTERMEDIATE
AGAP009488__SITE01,AGAP009488,20,10,0.861706349206349,0.7,0.166666666666667,0.883370794835347,INTERMEDIATE
AGAP009488__SITE02,AGAP009488,20,10,0.994793344068706,1,0.0072463768115942,0.997600564007659,ROBUST
AGAP009488__SITE03,AGAP009488,20,10,0.968560250391237,1,0.0266666666666667,0.987048022796814,ROBUST
AGAP009488__SITE04,AGAP009488,20,10,0.968560250391237,1,0.0266666666666667,0.987048022796814,ROBUST
AGAP009488__SITE05,AGAP009488,20,10,0.953777777777778,1,0.0466666666666667,0.979859867330017,ROBUST
AGAP005127__SITE01,AGAP005127,20,10,0.949555555555556,0.9,0.0533333333333333,0.957860459606728,INTERMEDIATE
AGAP005127__SITE02,AGAP005127,20,10,0.988136924803592,1,0.0134680134680135,0.993581886144075,ROBUST
AGAP005127__SITE03,AGAP005127,20,10,0.979125603864734,1,0.0133333333333333,0.99072951752624,ROBUST
AGAP005127__SITE04,AGAP005127,20,10,0.943840579710145,0.9,0.0760869565217391,0.956821598529094,INTERMEDIATE
AGAP005127__SITE05,AGAP005127,20,10,0.988973395931142,1,0.0133333333333333,0.994204258719815,ROBUST
AGAP010711__SITE01,AGAP010711,20,10,0.979700854700855,1,0.0320512820512821,0.99078724964919,ROBUST
AGAP010711__SITE02,AGAP010711,20,10,0.979700854700855,1,0.0320512820512821,0.99078724964919,ROBUST
AGAP010711__SITE03,AGAP010711,20,10,0.975140096618357,1,0.0266666666666667,0.987866758340801,ROBUST
AGAP010711__SITE04,AGAP010711,20,10,0.943192488262911,0.9,0.0633802816901408,0.96019570157262,INTERMEDIATE
AGAP010711__SITE05,AGAP010711,20,10,0.943192488262911,0.9,0.0633802816901408,0.960355616284773,INTERMEDIATE
AGAP005321__SITE01,AGAP005321,20,10,0.972159624413146,1,0.028169014084507,0.987557759492277,ROBUST
AGAP005321__SITE02,AGAP005321,20,10,0.915415564373897,0.6,0.0791245791245791,0.890792179449673,INTERMEDIATE
AGAP005321__SITE03,AGAP005321,20,10,0.915415564373897,0.6,0.0791245791245791,0.890792179449673,INTERMEDIATE
AGAP005321__SITE04,AGAP005321,20,10,0.935,0.9,0.0833333333333333,0.955192786069652,INTERMEDIATE
AGAP005321__SITE05,AGAP005321,20,10,0.935,0.9,0.0833333333333333,0.955192786069652,INTERMEDIATE
AGAP001099__SITE01,AGAP001099,20,10,0.990283289241623,1,0.0133928571428571,0.995138786063071,ROBUST
AGAP001099__SITE02,AGAP001099,20,10,0.995938051146384,1,0.00446428571428571,0.997925077818579,ROBUST
AGAP001099__SITE03,AGAP001099,20,10,0.995938051146384,1,0.00446428571428571,0.99797838272263,ROBUST
AGAP001099__SITE04,AGAP001099,20,10,1,1,0,1,ROBUST
AGAP001099__SITE05,AGAP001099,20,10,0.494625978090767,0.7,0.54,0.733052016910752,CONCERN
AGAP006939__SITE01,AGAP006939,20,10,0.777138888888889,0.3,0.270833333333333,0.783470045605307,CONCERN
AGAP006939__SITE02,AGAP006939,20,10,0.777138888888889,0.4,0.270833333333333,0.805559597844113,INTERMEDIATE
AGAP006939__SITE03,AGAP006939,20,10,0.938061594202899,0.9,0.0597826086956522,0.956580847702481,INTERMEDIATE
AGAP006939__SITE04,AGAP006939,20,10,0.948460144927536,0.9,0.0625,0.958535611924848,INTERMEDIATE
AGAP006939__SITE05,AGAP006939,20,10,0.749644927536232,0.3,0.24,0.76805941951732,INTERMEDIATE
AGAP004957__SITE01,AGAP004957,20,10,0.52409420289855,0,0.347826086956522,0.58142217870276,CONCERN
AGAP004957__SITE02,AGAP004957,20,10,0.964666666666667,1,0.0272727272727273,0.986573722297603,ROBUST
AGAP004957__SITE03,AGAP004957,20,10,0.964666666666667,1,0.0272727272727273,0.986573722297603,ROBUST
AGAP004957__SITE04,AGAP004957,20,10,0.817753623188406,0.8,0.25,0.889736913259788,INTERMEDIATE
AGAP004957__SITE05,AGAP004957,20,10,0.986972222222222,1,0.0133333333333333,0.994103752072968,ROBUST
AGAP010175__SITE01,AGAP010175,20,10,0.902789855072464,0.4,0.0875,0.855678807051698,INTERMEDIATE
AGAP010175__SITE02,AGAP010175,20,10,0.946525821596244,0.9,0.0633802816901408,0.96268148693154,INTERMEDIATE
AGAP010175__SITE03,AGAP010175,20,10,0.946525821596244,0.9,0.0633802816901408,0.96268148693154,INTERMEDIATE
AGAP010175__SITE04,AGAP010175,20,10,0.989842132505176,1,0.0108695652173913,0.995520698139736,ROBUST
AGAP010175__SITE05,AGAP010175,20,10,0.934444444444444,0.7,0.0666666666666667,0.923175787728027,INTERMEDIATE
AGAP007280__SITE01,AGAP007280,20,10,0.167361111111111,0,0.6875,0.341054030443023,CONCERN
AGAP007280__SITE02,AGAP007280,20,10,0.771438746438746,0.7,0.314102564102564,0.842249003760198,INTERMEDIATE
AGAP007280__SITE03,AGAP007280,20,10,0.764498506188647,0.2,0.147887323943662,0.749379604174117,INTERMEDIATE
AGAP007280__SITE04,AGAP007280,20,10,0.764498506188647,0.2,0.147887323943662,0.744102418673051,CONCERN
AGAP007280__SITE05,AGAP007280,20,10,0.987894834633965,1,0.00704225352112676,0.994483769020664,ROBUST
AGAP001135__SITE01,AGAP001135,20,10,0.989087058583384,1,0.00704225352112676,0.995394831404608,ROBUST
AGAP001135__SITE02,AGAP001135,20,10,0.678307320698625,0.1,0.326086956521739,0.680166428765553,CONCERN
AGAP001135__SITE03,AGAP001135,20,10,0.924369296833065,0.9,0.108695652173913,0.949012737668913,INTERMEDIATE
AGAP001135__SITE04,AGAP001135,20,10,0.3525,0,0.8125,0.501544509594883,CONCERN
AGAP001135__SITE05,AGAP001135,20,10,0.849919484702094,0.3,0.143097643097643,0.804550703880685,INTERMEDIATE
AGAP009048__SITE01,AGAP009048,20,10,0.94589898989899,0.8,0.0363636363636364,0.943696592793608,ROBUST
AGAP009048__SITE02,AGAP009048,20,10,0.96241452991453,1,0.0448717948717949,0.980706005230259,ROBUST
AGAP009048__SITE03,AGAP009048,20,10,0.969722222222222,1,0.0217391304347826,0.986658561488623,ROBUST
AGAP009048__SITE04,AGAP009048,20,10,0.975140096618357,1,0.0217391304347826,0.988439469320067,ROBUST
AGAP009048__SITE05,AGAP009048,20,10,0.890700483091788,0.5,0.115942028985507,0.865451920006592,INTERMEDIATE
AGAP010313__SITE01,AGAP010313,20,10,0.996557971014493,1,0.00543478260869565,0.998409447328574,ROBUST
AGAP010313__SITE02,AGAP010313,20,10,0.997172619047619,1,0.00446428571428571,0.998660159026297,ROBUST
AGAP010313__SITE03,AGAP010313,20,10,0.997172619047619,1,0.00446428571428571,0.998660159026297,ROBUST
AGAP010313__SITE04,AGAP010313,20,10,0.997867564534231,1,0.00168350168350168,0.99892540663685,ROBUST
AGAP010313__SITE05,AGAP010313,20,10,0.996557971014493,1,0.00543478260869565,0.998409447328574,ROBUST
AGAP009338__SITE01,AGAP009338,20,10,0.778356807511737,0.2,0.211267605633803,0.753275874150375,INTERMEDIATE
AGAP009338__SITE02,AGAP009338,20,10,0.816509661835749,0.2,0.181159420289855,0.776272667459803,INTERMEDIATE
AGAP009338__SITE03,AGAP009338,20,10,0.738490338164251,0.2,0.181159420289855,0.741309414367088,INTERMEDIATE
AGAP009338__SITE04,AGAP009338,20,10,0,0,1,0.152425373134328,CONCERN
AGAP009338__SITE05,AGAP009338,20,10,0.700761798587885,0.5,0.371794871794872,0.784972582936567,INTERMEDIATE
AGAP001015__SITE01,AGAP001015,20,9,0.89931623931624,0.888888888888889,0.128205128205128,0.940365299545628,INTERMEDIATE
AGAP001015__SITE02,AGAP001015,20,9,0.98884328358209,1,0.0125,0.994936230731588,ROBUST
AGAP001015__SITE03,AGAP001015,20,9,0.970489339197238,1,0.0352112676056338,0.986525095626568,ROBUST
AGAP001015__SITE04,AGAP001015,20,9,0.783048433048433,0.777777777777778,0.275641025641026,0.869320175877553,INTERMEDIATE
AGAP001015__SITE05,AGAP001015,20,9,0.99672619047619,1,0.00446428571428571,0.998530201014832,ROBUST
AGAP010219__SITE01,AGAP010219,20,10,0.940663580246914,0.8,0.0625,0.94033380550949,INTERMEDIATE
AGAP010219__SITE02,AGAP010219,20,10,0.952355072463768,1,0.0489130434782609,0.974801941380056,ROBUST
AGAP010219__SITE03,AGAP010219,20,10,0.980378709454797,1,0.0267857142857143,0.990737001457516,ROBUST
AGAP010219__SITE04,AGAP010219,20,10,0.82943661971831,0.7,0.2,0.88135169224301,INTERMEDIATE
AGAP010219__SITE05,AGAP010219,20,10,0.998933782267115,1,0.00168350168350168,0.99937852823425,ROBUST
AGAP008191__SITE01,AGAP008191,20,10,0.859594979296066,0.4,0.115942028985507,0.823592388407342,INTERMEDIATE
AGAP008191__SITE02,AGAP008191,20,10,0.981228455186789,1,0.0072463768115942,0.99034473624347,ROBUST
AGAP008191__SITE03,AGAP008191,20,10,0,0,1,0.150533049040512,CONCERN
AGAP008191__SITE04,AGAP008191,20,10,0,0,1,0.150746268656716,CONCERN
AGAP008191__SITE05,AGAP008191,20,10,0,0,1,0.150692963752665,CONCERN
AGAP005871__SITE01,AGAP005871,20,10,0.995410628019324,1,0.0072463768115942,0.997941452159492,ROBUST
AGAP005871__SITE02,AGAP005871,20,10,0.782638888888889,0.5,0.270833333333333,0.822307732172471,INTERMEDIATE
AGAP005871__SITE03,AGAP005871,20,10,0.0286086956521739,0,0.98,0.264562621674238,CONCERN
AGAP005871__SITE04,AGAP005871,20,10,0.560760869565218,0,0.461956521739131,0.593674735793084,CONCERN
AGAP005871__SITE05,AGAP005871,20,10,0.140277777777778,0,0.48,0.376701640606491,CONCERN
AGAP008015__SITE01,AGAP008015,20,10,0.880637508626639,0.3,0.102678571428571,0.826533311058579,INTERMEDIATE
AGAP008015__SITE02,AGAP008015,20,10,0.736176142697882,0.1,0.268115942028986,0.716715383902276,CONCERN
AGAP008015__SITE03,AGAP008015,20,10,0.955446009389672,1,0.0492957746478873,0.975802927014825,INTERMEDIATE
AGAP008015__SITE04,AGAP008015,20,10,0.989073412698413,1,0.00892857142857143,0.99472304400616,ROBUST
AGAP008015__SITE05,AGAP008015,20,10,0.655811965811965,0.2,0.448717948717949,0.701693136879704,CONCERN
AGAP004078__SITE01,AGAP004078,20,10,0.553814102564102,0.6,0.653846153846154,0.731725626674321,CONCERN
AGAP004078__SITE02,AGAP004078,20,10,0.585897435897436,0.9,0.653846153846154,0.797059892843475,CONCERN
AGAP004078__SITE03,AGAP004078,20,10,0.0904444444444445,0.2,1,0.430409618573798,CONCERN
AGAP004078__SITE04,AGAP004078,20,10,0.930225352112676,0.9,0.0985915492957746,0.95377927265083,INTERMEDIATE
AGAP004078__SITE05,AGAP004078,20,10,0.373920973015176,0,0.632996632996633,0.485404460551146,CONCERN
AGAP004852__SITE01,AGAP004852,20,10,0.870182501341922,0.9,0.188405797101449,0.923443851595485,INTERMEDIATE
AGAP004852__SITE02,AGAP004852,20,10,0.974798792756539,1,0.0357142857142857,0.988022725907685,ROBUST
AGAP004852__SITE03,AGAP004852,20,10,0.921161477411477,0.9,0.108974358974359,0.947676515544986,INTERMEDIATE
AGAP004852__SITE04,AGAP004852,20,10,1,1,0,1,ROBUST
AGAP004852__SITE05,AGAP004852,20,10,0.965013175230567,1,0.0363636363636364,0.984258721216054,ROBUST
AGAP012424__SITE01,AGAP012424,20,10,0.980974206349206,1,0.0223214285714286,0.990905865020137,ROBUST
AGAP012424__SITE02,AGAP012424,20,10,0.948732394366197,0.9,0.0633802816901408,0.962859995795669,INTERMEDIATE
AGAP012424__SITE03,AGAP012424,20,10,0.994140873015873,1,0.00666666666666667,0.996962368218431,ROBUST
AGAP012424__SITE04,AGAP012424,20,10,1,1,0,1,ROBUST
AGAP012424__SITE05,AGAP012424,20,10,1,1,0,1,ROBUST
AGAP007775__SITE01,AGAP007775,20,10,0,0,1,0.149626865671642,CONCERN
AGAP007775__SITE02,AGAP007775,20,10,0,0,1,0.163459488272921,CONCERN
AGAP007775__SITE03,AGAP007775,20,10,0.759963768115942,0.5,0.25,0.795534652050308,INTERMEDIATE
AGAP007775__SITE04,AGAP007775,20,10,0.758025362318841,0.5,0.25,0.790679048468836,INTERMEDIATE
AGAP007775__SITE05,AGAP007775,20,10,0.91465811965812,0.6,0.0961538461538462,0.895243175149892,INTERMEDIATE
AGAP010722__SITE01,AGAP010722,20,10,0.235363247863248,0,0.791666666666667,0.413389497111512,CONCERN
AGAP010722__SITE02,AGAP010722,20,10,0.879518779342723,0.6,0.125,0.886905281189625,INTERMEDIATE
AGAP010722__SITE03,AGAP010722,20,10,0.985340579710145,1,0.0133333333333333,0.993882408609128,ROBUST
AGAP010722__SITE04,AGAP010722,20,10,0.949250841750841,0.9,0.063973063973064,0.95597403943486,INTERMEDIATE
AGAP010722__SITE05,AGAP010722,20,10,0.387916666666667,0,0.6875,0.50248289800995,CONCERN
AGAP009792__SITE01,AGAP009792,20,10,0.910278880070547,0.7,0.0714285714285714,0.910314922576272,INTERMEDIATE
AGAP009792__SITE02,AGAP009792,20,10,0.981293612453033,1,0.0217391304347826,0.990164415442914,ROBUST
AGAP009792__SITE03,AGAP009792,20,10,0.110090579710145,0,0.8875,0.288479467955255,CONCERN
AGAP009792__SITE04,AGAP009792,20,10,0.600897435897436,0,0.403846153846154,0.56807535126565,CONCERN
AGAP009792__SITE05,AGAP009792,20,10,0.825863095238095,0.5,0.209821428571429,0.836789601101635,INTERMEDIATE
AGAP000999__SITE01,AGAP000999,20,9,0.950356406878146,0.888888888888889,0.0641025641025641,0.961028572085236,INTERMEDIATE
AGAP000999__SITE02,AGAP000999,20,9,0.950356406878146,0.888888888888889,0.0641025641025641,0.961379860141442,INTERMEDIATE
AGAP000999__SITE03,AGAP000999,20,9,1,1,0,0.971739130434783,UNRESOLVED_ACCESSIBILITY
AGAP000999__SITE04,AGAP000999,20,9,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
AGAP000999__SITE05,AGAP000999,20,9,1,1,0,0.95,UNRESOLVED_ACCESSIBILITY
