population_site_id,gene_id,scenario,robust_under_scenario
AGAP007965__SITE04,AGAP007965,primary,TRUE
AGAP007965__SITE05,AGAP007965,primary,FALSE
AGAP012519__SITE01,AGAP012519,primary,FALSE
AGAP012519__SITE02,AGAP012519,primary,FALSE
AGAP012519__SITE03,AGAP012519,primary,FALSE
AGAP012519__SITE04,AGAP012519,primary,FALSE
AGAP012519__SITE05,AGAP012519,primary,FALSE
AGAP007031__SITE01,AGAP007031,primary,FALSE
AGAP007031__SITE02,AGAP007031,primary,FALSE
AGAP007031__SITE03,AGAP007031,primary,FALSE
AGAP007031__SITE04,AGAP007031,primary,FALSE
AGAP007031__SITE05,AGAP007031,primary,TRUE
AGAP011377__SITE01,AGAP011377,primary,FALSE
AGAP011377__SITE02,AGAP011377,primary,FALSE
AGAP011377__SITE03,AGAP011377,primary,FALSE
AGAP011377__SITE04,AGAP011377,primary,FALSE
AGAP011377__SITE05,AGAP011377,primary,FALSE
AGAP004050__SITE01,AGAP004050,primary,TRUE
AGAP004050__SITE02,AGAP004050,primary,TRUE
AGAP004050__SITE03,AGAP004050,primary,FALSE
AGAP004050__SITE04,AGAP004050,primary,FALSE
AGAP004050__SITE05,AGAP004050,primary,FALSE
AGAP028779__SITE01,AGAP028779,primary,FALSE
AGAP028779__SITE02,AGAP028779,primary,FALSE
AGAP028779__SITE03,AGAP028779,primary,FALSE
AGAP028779__SITE04,AGAP028779,primary,TRUE
AGAP028779__SITE05,AGAP028779,primary,TRUE
AGAP007999__SITE01,AGAP007999,permissive,FALSE
AGAP007999__SITE02,AGAP007999,permissive,TRUE
AGAP007999__SITE03,AGAP007999,permissive,TRUE
AGAP007999__SITE04,AGAP007999,permissive,FALSE
AGAP007999__SITE05,AGAP007999,permissive,TRUE
AGAP005917__SITE01,AGAP005917,permissive,TRUE
AGAP005917__SITE02,AGAP005917,permissive,TRUE
AGAP005917__SITE03,AGAP005917,permissive,FALSE
AGAP005917__SITE04,AGAP005917,permissive,FALSE
AGAP005917__SITE05,AGAP005917,permissive,TRUE
AGAP011966__SITE01,AGAP011966,permissive,TRUE
AGAP011966__SITE02,AGAP011966,permissive,FALSE
AGAP011966__SITE03,AGAP011966,permissive,FALSE
AGAP011966__SITE04,AGAP011966,permissive,TRUE
AGAP011966__SITE05,AGAP011966,permissive,FALSE
AGAP004036__SITE01,AGAP004036,permissive,FALSE
AGAP004036__SITE02,AGAP004036,permissive,FALSE
AGAP004036__SITE03,AGAP004036,permissive,TRUE
AGAP004036__SITE04,AGAP004036,permissive,TRUE
AGAP004036__SITE05,AGAP004036,permissive,FALSE
AGAP004825__SITE01,AGAP004825,permissive,FALSE
AGAP004825__SITE02,AGAP004825,permissive,FALSE
AGAP004825__SITE03,AGAP004825,permissive,FALSE
AGAP004825__SITE04,AGAP004825,permissive,FALSE
AGAP004825__SITE05,AGAP004825,permissive,TRUE
AGAP003595__SITE01,AGAP003595,permissive,TRUE
AGAP003595__SITE02,AGAP003595,permissive,FALSE
AGAP003595__SITE03,AGAP003595,permissive,TRUE
AGAP003595__SITE04,AGAP003595,permissive,TRUE
AGAP003595__SITE05,AGAP003595,permissive,TRUE
AGAP007413__SITE01,AGAP007413,permissive,FALSE
AGAP007413__SITE02,AGAP007413,permissive,TRUE
AGAP007413__SITE03,AGAP007413,permissive,TRUE
AGAP007413__SITE04,AGAP007413,permissive,TRUE
AGAP007413__SITE05,AGAP007413,permissive,FALSE
AGAP009600__SITE01,AGAP009600,permissive,FALSE
AGAP009600__SITE02,AGAP009600,permissive,TRUE
AGAP009600__SITE03,AGAP009600,permissive,FALSE
AGAP009600__SITE04,AGAP009600,permissive,FALSE
AGAP009600__SITE05,AGAP009600,permissive,TRUE
AGAP005763__SITE01,AGAP005763,permissive,TRUE
AGAP005763__SITE02,AGAP005763,permissive,FALSE
AGAP005763__SITE03,AGAP005763,permissive,FALSE
AGAP005763__SITE04,AGAP005763,permissive,FALSE
AGAP005763__SITE05,AGAP005763,permissive,FALSE
AGAP011204__SITE01,AGAP011204,permissive,FALSE
AGAP011204__SITE02,AGAP011204,permissive,FALSE
AGAP011204__SITE03,AGAP011204,permissive,FALSE
AGAP011204__SITE04,AGAP011204,permissive,FALSE
AGAP011204__SITE05,AGAP011204,permissive,FALSE
AGAP009921__SITE01,AGAP009921,permissive,TRUE
AGAP009921__SITE02,AGAP009921,permissive,TRUE
AGAP009921__SITE03,AGAP009921,permissive,TRUE
AGAP009921__SITE04,AGAP009921,permissive,FALSE
AGAP009921__SITE05,AGAP009921,permissive,TRUE
AGAP002300__SITE01,AGAP002300,permissive,FALSE
AGAP002300__SITE02,AGAP002300,permissive,FALSE
AGAP002300__SITE03,AGAP002300,permissive,TRUE
AGAP002300__SITE04,AGAP002300,permissive,TRUE
AGAP002300__SITE05,AGAP002300,permissive,TRUE
AGAP004038__SITE01,AGAP004038,permissive,TRUE
AGAP004038__SITE02,AGAP004038,permissive,FALSE
AGAP004038__SITE03,AGAP004038,permissive,FALSE
AGAP004038__SITE04,AGAP004038,permissive,FALSE
AGAP004038__SITE05,AGAP004038,permissive,FALSE
AGAP003769__SITE01,AGAP003769,permissive,TRUE
AGAP003769__SITE02,AGAP003769,permissive,FALSE
AGAP003769__SITE03,AGAP003769,permissive,TRUE
AGAP003769__SITE04,AGAP003769,permissive,FALSE
AGAP003769__SITE05,AGAP003769,permissive,FALSE
AGAP002004__SITE01,AGAP002004,permissive,FALSE
AGAP002004__SITE02,AGAP002004,permissive,TRUE
AGAP002004__SITE03,AGAP002004,permissive,TRUE
AGAP002004__SITE04,AGAP002004,permissive,TRUE
AGAP002004__SITE05,AGAP002004,permissive,TRUE
AGAP009488__SITE01,AGAP009488,permissive,FALSE
AGAP009488__SITE02,AGAP009488,permissive,TRUE
AGAP009488__SITE03,AGAP009488,permissive,TRUE
AGAP009488__SITE04,AGAP009488,permissive,TRUE
AGAP009488__SITE05,AGAP009488,permissive,TRUE
AGAP005127__SITE01,AGAP005127,permissive,TRUE
AGAP005127__SITE02,AGAP005127,permissive,TRUE
AGAP005127__SITE03,AGAP005127,permissive,TRUE
AGAP005127__SITE04,AGAP005127,permissive,TRUE
AGAP005127__SITE05,AGAP005127,permissive,TRUE
AGAP010711__SITE01,AGAP010711,permissive,TRUE
AGAP010711__SITE02,AGAP010711,permissive,TRUE
AGAP010711__SITE03,AGAP010711,permissive,TRUE
AGAP010711__SITE04,AGAP010711,permissive,TRUE
AGAP010711__SITE05,AGAP010711,permissive,TRUE
AGAP005321__SITE01,AGAP005321,permissive,TRUE
AGAP005321__SITE02,AGAP005321,permissive,TRUE
AGAP005321__SITE03,AGAP005321,permissive,TRUE
AGAP005321__SITE04,AGAP005321,permissive,TRUE
AGAP005321__SITE05,AGAP005321,permissive,TRUE
AGAP001099__SITE01,AGAP001099,permissive,TRUE
AGAP001099__SITE02,AGAP001099,permissive,TRUE
AGAP001099__SITE03,AGAP001099,permissive,TRUE
AGAP001099__SITE04,AGAP001099,permissive,TRUE
AGAP001099__SITE05,AGAP001099,permissive,FALSE
AGAP006939__SITE01,AGAP006939,permissive,FALSE
AGAP006939__SITE02,AGAP006939,permissive,FALSE
AGAP006939__SITE03,AGAP006939,permissive,TRUE
AGAP006939__SITE04,AGAP006939,permissive,TRUE
AGAP006939__SITE05,AGAP006939,permissive,FALSE
AGAP004957__SITE01,AGAP004957,permissive,FALSE
AGAP004957__SITE02,AGAP004957,permissive,TRUE
AGAP004957__SITE03,AGAP004957,permissive,TRUE
AGAP004957__SITE04,AGAP004957,permissive,FALSE
AGAP004957__SITE05,AGAP004957,permissive,TRUE
AGAP010175__SITE01,AGAP010175,permissive,TRUE
AGAP010175__SITE02,AGAP010175,permissive,TRUE
AGAP010175__SITE03,AGAP010175,permissive,TRUE
AGAP010175__SITE04,AGAP010175,permissive,TRUE
AGAP010175__SITE05,AGAP010175,permissive,TRUE
AGAP007280__SITE01,AGAP007280,permissive,FALSE
AGAP007280__SITE02,AGAP007280,permissive,FALSE
AGAP007280__SITE03,AGAP007280,permissive,FALSE
AGAP007280__SITE04,AGAP007280,permissive,FALSE
AGAP007280__SITE05,AGAP007280,permissive,TRUE
AGAP001135__SITE01,AGAP001135,permissive,TRUE
AGAP001135__SITE02,AGAP001135,permissive,FALSE
AGAP001135__SITE03,AGAP001135,permissive,FALSE
AGAP001135__SITE04,AGAP001135,permissive,FALSE
AGAP001135__SITE05,AGAP001135,permissive,FALSE
AGAP009048__SITE01,AGAP009048,permissive,TRUE
AGAP009048__SITE02,AGAP009048,permissive,TRUE
AGAP009048__SITE03,AGAP009048,permissive,TRUE
AGAP009048__SITE04,AGAP009048,permissive,TRUE
AGAP009048__SITE05,AGAP009048,permissive,FALSE
AGAP010313__SITE01,AGAP010313,permissive,TRUE
AGAP010313__SITE02,AGAP010313,permissive,TRUE
AGAP010313__SITE03,AGAP010313,permissive,TRUE
AGAP010313__SITE04,AGAP010313,permissive,TRUE
AGAP010313__SITE05,AGAP010313,permissive,TRUE
AGAP009338__SITE01,AGAP009338,permissive,FALSE
AGAP009338__SITE02,AGAP009338,permissive,FALSE
AGAP009338__SITE03,AGAP009338,permissive,FALSE
AGAP009338__SITE04,AGAP009338,permissive,FALSE
AGAP009338__SITE05,AGAP009338,permissive,FALSE
AGAP001015__SITE01,AGAP001015,permissive,FALSE
AGAP001015__SITE02,AGAP001015,permissive,TRUE
AGAP001015__SITE03,AGAP001015,permissive,TRUE
AGAP001015__SITE04,AGAP001015,permissive,FALSE
AGAP001015__SITE05,AGAP001015,permissive,TRUE
AGAP010219__SITE01,AGAP010219,permissive,TRUE
AGAP010219__SITE02,AGAP010219,permissive,TRUE
AGAP010219__SITE03,AGAP010219,permissive,TRUE
AGAP010219__SITE04,AGAP010219,permissive,FALSE
AGAP010219__SITE05,AGAP010219,permissive,TRUE
AGAP008191__SITE01,AGAP008191,permissive,FALSE
AGAP008191__SITE02,AGAP008191,permissive,TRUE
AGAP008191__SITE03,AGAP008191,permissive,FALSE
AGAP008191__SITE04,AGAP008191,permissive,FALSE
AGAP008191__SITE05,AGAP008191,permissive,FALSE
AGAP005871__SITE01,AGAP005871,permissive,TRUE
AGAP005871__SITE02,AGAP005871,permissive,FALSE
AGAP005871__SITE03,AGAP005871,permissive,FALSE
AGAP005871__SITE04,AGAP005871,permissive,FALSE
AGAP005871__SITE05,AGAP005871,permissive,FALSE
AGAP008015__SITE01,AGAP008015,permissive,FALSE
AGAP008015__SITE02,AGAP008015,permissive,FALSE
AGAP008015__SITE03,AGAP008015,permissive,TRUE
AGAP008015__SITE04,AGAP008015,permissive,TRUE
AGAP008015__SITE05,AGAP008015,permissive,FALSE
AGAP004078__SITE01,AGAP004078,permissive,FALSE
AGAP004078__SITE02,AGAP004078,permissive,FALSE
AGAP004078__SITE03,AGAP004078,permissive,FALSE
AGAP004078__SITE04,AGAP004078,permissive,TRUE
AGAP004078__SITE05,AGAP004078,permissive,FALSE
AGAP004852__SITE01,AGAP004852,permissive,FALSE
AGAP004852__SITE02,AGAP004852,permissive,TRUE
AGAP004852__SITE03,AGAP004852,permissive,FALSE
AGAP004852__SITE04,AGAP004852,permissive,TRUE
AGAP004852__SITE05,AGAP004852,permissive,TRUE
AGAP012424__SITE01,AGAP012424,permissive,TRUE
AGAP012424__SITE02,AGAP012424,permissive,TRUE
AGAP012424__SITE03,AGAP012424,permissive,TRUE
AGAP012424__SITE04,AGAP012424,permissive,TRUE
AGAP012424__SITE05,AGAP012424,permissive,TRUE
AGAP007775__SITE01,AGAP007775,permissive,FALSE
AGAP007775__SITE02,AGAP007775,permissive,FALSE
AGAP007775__SITE03,AGAP007775,permissive,FALSE
AGAP007775__SITE04,AGAP007775,permissive,FALSE
AGAP007775__SITE05,AGAP007775,permissive,TRUE
AGAP010722__SITE01,AGAP010722,permissive,FALSE
AGAP010722__SITE02,AGAP010722,permissive,FALSE
AGAP010722__SITE03,AGAP010722,permissive,TRUE
AGAP010722__SITE04,AGAP010722,permissive,TRUE
AGAP010722__SITE05,AGAP010722,permissive,FALSE
AGAP009792__SITE01,AGAP009792,permissive,TRUE
AGAP009792__SITE02,AGAP009792,permissive,TRUE
AGAP009792__SITE03,AGAP009792,permissive,FALSE
AGAP009792__SITE04,AGAP009792,permissive,FALSE
AGAP009792__SITE05,AGAP009792,permissive,FALSE
AGAP000999__SITE01,AGAP000999,permissive,TRUE
AGAP000999__SITE02,AGAP000999,permissive,TRUE
AGAP000999__SITE03,AGAP000999,permissive,FALSE
AGAP000999__SITE04,AGAP000999,permissive,FALSE
AGAP000999__SITE05,AGAP000999,permissive,FALSE
AGAP007217__SITE01,AGAP007217,permissive,TRUE
AGAP007217__SITE02,AGAP007217,permissive,FALSE
AGAP007217__SITE03,AGAP007217,permissive,FALSE
AGAP007217__SITE04,AGAP007217,permissive,TRUE
AGAP007217__SITE05,AGAP007217,permissive,TRUE
AGAP009091__SITE01,AGAP009091,permissive,TRUE
AGAP009091__SITE02,AGAP009091,permissive,TRUE
AGAP009091__SITE03,AGAP009091,permissive,TRUE
AGAP009091__SITE04,AGAP009091,permissive,FALSE
AGAP009091__SITE05,AGAP009091,permissive,FALSE
AGAP006989__SITE01,AGAP006989,permissive,TRUE
AGAP006989__SITE02,AGAP006989,permissive,FALSE
AGAP006989__SITE03,AGAP006989,permissive,FALSE
AGAP006989__SITE04,AGAP006989,permissive,FALSE
AGAP006989__SITE05,AGAP006989,permissive,FALSE
AGAP005062__SITE01,AGAP005062,permissive,TRUE
AGAP005062__SITE02,AGAP005062,permissive,FALSE
AGAP005062__SITE03,AGAP005062,permissive,TRUE
AGAP005062__SITE04,AGAP005062,permissive,TRUE
AGAP005062__SITE05,AGAP005062,permissive,TRUE
AGAP008118__SITE01,AGAP008118,permissive,TRUE
AGAP008118__SITE02,AGAP008118,permissive,FALSE
AGAP008118__SITE03,AGAP008118,permissive,TRUE
AGAP008118__SITE04,AGAP008118,permissive,TRUE
AGAP008118__SITE05,AGAP008118,permissive,FALSE
AGAP000099__SITE01,AGAP000099,permissive,TRUE
AGAP000099__SITE02,AGAP000099,permissive,TRUE
AGAP000099__SITE03,AGAP000099,permissive,TRUE
AGAP000099__SITE04,AGAP000099,permissive,TRUE
AGAP000099__SITE05,AGAP000099,permissive,TRUE
AGAP004239__SITE01,AGAP004239,permissive,FALSE
AGAP004239__SITE02,AGAP004239,permissive,FALSE
AGAP004239__SITE03,AGAP004239,permissive,FALSE
AGAP004239__SITE04,AGAP004239,permissive,FALSE
AGAP004239__SITE05,AGAP004239,permissive,FALSE
AGAP006935__SITE01,AGAP006935,permissive,FALSE
AGAP006935__SITE02,AGAP006935,permissive,FALSE
AGAP006935__SITE03,AGAP006935,permissive,FALSE
AGAP006935__SITE04,AGAP006935,permissive,FALSE
AGAP006935__SITE05,AGAP006935,permissive,FALSE
AGAP007365__SITE01,AGAP007365,permissive,FALSE
AGAP007365__SITE02,AGAP007365,permissive,FALSE
AGAP007365__SITE03,AGAP007365,permissive,FALSE
AGAP007365__SITE04,AGAP007365,permissive,FALSE
AGAP007365__SITE05,AGAP007365,permissive,FALSE
AGAP007122__SITE01,AGAP007122,permissive,TRUE
AGAP007122__SITE02,AGAP007122,permissive,TRUE
AGAP007122__SITE03,AGAP007122,permissive,TRUE
AGAP007122__SITE04,AGAP007122,permissive,TRUE
AGAP007122__SITE05,AGAP007122,permissive,TRUE
AGAP011938__SITE01,AGAP011938,permissive,FALSE
AGAP011938__SITE02,AGAP011938,permissive,FALSE
AGAP011938__SITE03,AGAP011938,permissive,FALSE
AGAP011938__SITE04,AGAP011938,permissive,FALSE
AGAP011938__SITE05,AGAP011938,permissive,TRUE
AGAP007333__SITE01,AGAP007333,permissive,FALSE
AGAP007333__SITE02,AGAP007333,permissive,TRUE
AGAP007333__SITE03,AGAP007333,permissive,TRUE
AGAP007333__SITE04,AGAP007333,permissive,TRUE
AGAP007333__SITE05,AGAP007333,permissive,TRUE
AGAP007063__SITE01,AGAP007063,permissive,FALSE
AGAP007063__SITE02,AGAP007063,permissive,TRUE
AGAP007063__SITE03,AGAP007063,permissive,TRUE
AGAP007063__SITE04,AGAP007063,permissive,FALSE
AGAP007063__SITE05,AGAP007063,permissive,FALSE
AGAP007896__SITE01,AGAP007896,permissive,FALSE
AGAP007896__SITE02,AGAP007896,permissive,FALSE
AGAP007896__SITE03,AGAP007896,permissive,FALSE
AGAP007896__SITE04,AGAP007896,permissive,FALSE
AGAP007896__SITE05,AGAP007896,permissive,FALSE
AGAP005406__SITE01,AGAP005406,permissive,FALSE
AGAP005406__SITE02,AGAP005406,permissive,FALSE
AGAP005406__SITE03,AGAP005406,permissive,FALSE
AGAP005406__SITE04,AGAP005406,permissive,FALSE
AGAP005406__SITE05,AGAP005406,permissive,FALSE
AGAP005959__SITE01,AGAP005959,permissive,FALSE
AGAP005959__SITE02,AGAP005959,permissive,TRUE
AGAP005959__SITE03,AGAP005959,permissive,TRUE
AGAP005959__SITE04,AGAP005959,permissive,FALSE
AGAP005959__SITE05,AGAP005959,permissive,FALSE
AGAP011849__SITE01,AGAP011849,permissive,TRUE
AGAP011849__SITE02,AGAP011849,permissive,FALSE
AGAP011849__SITE03,AGAP011849,permissive,FALSE
AGAP011849__SITE04,AGAP011849,permissive,FALSE
AGAP011849__SITE05,AGAP011849,permissive,TRUE
AGAP005874__SITE01,AGAP005874,permissive,FALSE
AGAP005874__SITE02,AGAP005874,permissive,TRUE
AGAP005874__SITE03,AGAP005874,permissive,TRUE
AGAP005874__SITE04,AGAP005874,permissive,FALSE
AGAP005874__SITE05,AGAP005874,permissive,FALSE
AGAP010380__SITE01,AGAP010380,permissive,TRUE
AGAP010380__SITE02,AGAP010380,permissive,TRUE
AGAP010380__SITE03,AGAP010380,permissive,FALSE
AGAP010380__SITE04,AGAP010380,permissive,TRUE
AGAP010380__SITE05,AGAP010380,permissive,FALSE
AGAP004467__SITE01,AGAP004467,permissive,TRUE
AGAP004467__SITE02,AGAP004467,permissive,FALSE
AGAP004467__SITE03,AGAP004467,permissive,FALSE
AGAP004467__SITE04,AGAP004467,permissive,FALSE
AGAP004467__SITE05,AGAP004467,permissive,FALSE
AGAP004685__SITE01,AGAP004685,permissive,FALSE
AGAP004685__SITE02,AGAP004685,permissive,FALSE
AGAP004685__SITE03,AGAP004685,permissive,FALSE
AGAP004685__SITE04,AGAP004685,permissive,TRUE
AGAP004685__SITE05,AGAP004685,permissive,TRUE
AGAP004502__SITE01,AGAP004502,permissive,TRUE
AGAP004502__SITE02,AGAP004502,permissive,TRUE
AGAP004502__SITE03,AGAP004502,permissive,FALSE
AGAP004502__SITE04,AGAP004502,permissive,TRUE
AGAP004502__SITE05,AGAP004502,permissive,TRUE
AGAP004699__SITE01,AGAP004699,permissive,TRUE
AGAP004699__SITE02,AGAP004699,permissive,TRUE
AGAP004699__SITE03,AGAP004699,permissive,TRUE
AGAP004699__SITE04,AGAP004699,permissive,TRUE
AGAP004699__SITE05,AGAP004699,permissive,TRUE
AGAP002171__SITE01,AGAP002171,permissive,TRUE
AGAP002171__SITE02,AGAP002171,permissive,FALSE
AGAP002171__SITE03,AGAP002171,permissive,FALSE
AGAP002171__SITE04,AGAP002171,permissive,FALSE
AGAP002171__SITE05,AGAP002171,permissive,FALSE
AGAP009515__SITE01,AGAP009515,permissive,FALSE
AGAP009515__SITE02,AGAP009515,permissive,TRUE
AGAP009515__SITE03,AGAP009515,permissive,FALSE
AGAP009515__SITE04,AGAP009515,permissive,TRUE
AGAP009515__SITE05,AGAP009515,permissive,TRUE
AGAP029982__SITE01,AGAP029982,permissive,TRUE
AGAP029982__SITE02,AGAP029982,permissive,FALSE
AGAP029982__SITE03,AGAP029982,permissive,FALSE
AGAP029982__SITE04,AGAP029982,permissive,FALSE
AGAP029982__SITE05,AGAP029982,permissive,FALSE
AGAP009232__SITE01,AGAP009232,permissive,TRUE
AGAP009232__SITE02,AGAP009232,permissive,FALSE
AGAP009232__SITE03,AGAP009232,permissive,FALSE
AGAP009232__SITE04,AGAP009232,permissive,TRUE
AGAP009232__SITE05,AGAP009232,permissive,TRUE
AGAP005958__SITE01,AGAP005958,permissive,TRUE
AGAP005958__SITE02,AGAP005958,permissive,TRUE
AGAP005958__SITE03,AGAP005958,permissive,TRUE
AGAP005958__SITE04,AGAP005958,permissive,FALSE
AGAP005958__SITE05,AGAP005958,permissive,FALSE
AGAP006241__SITE01,AGAP006241,permissive,TRUE
AGAP006241__SITE02,AGAP006241,permissive,TRUE
AGAP006241__SITE03,AGAP006241,permissive,FALSE
AGAP006241__SITE04,AGAP006241,permissive,TRUE
AGAP006241__SITE05,AGAP006241,permissive,TRUE
AGAP009782__SITE01,AGAP009782,permissive,FALSE
AGAP009782__SITE02,AGAP009782,permissive,FALSE
AGAP009782__SITE03,AGAP009782,permissive,TRUE
AGAP009782__SITE04,AGAP009782,permissive,FALSE
AGAP009782__SITE05,AGAP009782,permissive,FALSE
AGAP002475__SITE01,AGAP002475,permissive,TRUE
AGAP002475__SITE02,AGAP002475,permissive,FALSE
AGAP002475__SITE03,AGAP002475,permissive,FALSE
AGAP002475__SITE04,AGAP002475,permissive,FALSE
AGAP002475__SITE05,AGAP002475,permissive,FALSE
AGAP001526__SITE01,AGAP001526,permissive,TRUE
AGAP001526__SITE02,AGAP001526,permissive,FALSE
AGAP001526__SITE03,AGAP001526,permissive,TRUE
AGAP001526__SITE04,AGAP001526,permissive,FALSE
AGAP001526__SITE05,AGAP001526,permissive,FALSE
AGAP008381__SITE01,AGAP008381,permissive,FALSE
AGAP008381__SITE02,AGAP008381,permissive,FALSE
AGAP008381__SITE03,AGAP008381,permissive,FALSE
AGAP008381__SITE04,AGAP008381,permissive,FALSE
AGAP008381__SITE05,AGAP008381,permissive,FALSE
AGAP000399__SITE01,AGAP000399,permissive,TRUE
AGAP000399__SITE02,AGAP000399,permissive,TRUE
AGAP000399__SITE03,AGAP000399,permissive,TRUE
AGAP000399__SITE04,AGAP000399,permissive,TRUE
AGAP000399__SITE05,AGAP000399,permissive,TRUE
AGAP010197__SITE01,AGAP010197,permissive,TRUE
AGAP010197__SITE02,AGAP010197,permissive,TRUE
AGAP010197__SITE03,AGAP010197,permissive,FALSE
AGAP010197__SITE04,AGAP010197,permissive,FALSE
AGAP010197__SITE05,AGAP010197,permissive,FALSE
AGAP007855__SITE01,AGAP007855,permissive,TRUE
AGAP007855__SITE02,AGAP007855,permissive,TRUE
AGAP007855__SITE03,AGAP007855,permissive,TRUE
AGAP007855__SITE04,AGAP007855,permissive,TRUE
AGAP007855__SITE05,AGAP007855,permissive,TRUE
AGAP005130__SITE01,AGAP005130,permissive,TRUE
AGAP005130__SITE02,AGAP005130,permissive,TRUE
AGAP005130__SITE03,AGAP005130,permissive,TRUE
AGAP005130__SITE04,AGAP005130,permissive,TRUE
AGAP005130__SITE05,AGAP005130,permissive,FALSE
AGAP004962__SITE01,AGAP004962,permissive,TRUE
AGAP004962__SITE02,AGAP004962,permissive,FALSE
AGAP004962__SITE03,AGAP004962,permissive,FALSE
AGAP004962__SITE04,AGAP004962,permissive,FALSE
AGAP004962__SITE05,AGAP004962,permissive,FALSE
AGAP003594__SITE01,AGAP003594,permissive,TRUE
AGAP003594__SITE02,AGAP003594,permissive,FALSE
AGAP003594__SITE03,AGAP003594,permissive,TRUE
AGAP003594__SITE04,AGAP003594,permissive,TRUE
AGAP003594__SITE05,AGAP003594,permissive,FALSE
AGAP004729__SITE01,AGAP004729,permissive,TRUE
AGAP004729__SITE02,AGAP004729,permissive,TRUE
AGAP004729__SITE03,AGAP004729,permissive,TRUE
AGAP004729__SITE04,AGAP004729,permissive,TRUE
AGAP004729__SITE05,AGAP004729,permissive,TRUE
AGAP007570__SITE01,AGAP007570,permissive,FALSE
AGAP007570__SITE02,AGAP007570,permissive,FALSE
AGAP007570__SITE03,AGAP007570,permissive,FALSE
AGAP007570__SITE04,AGAP007570,permissive,FALSE
AGAP007570__SITE05,AGAP007570,permissive,FALSE
AGAP000627__SITE01,AGAP000627,permissive,TRUE
AGAP000627__SITE02,AGAP000627,permissive,TRUE
AGAP000627__SITE03,AGAP000627,permissive,TRUE
AGAP000627__SITE04,AGAP000627,permissive,TRUE
AGAP000627__SITE05,AGAP000627,permissive,TRUE
AGAP009936__SITE01,AGAP009936,permissive,FALSE
AGAP009936__SITE02,AGAP009936,permissive,TRUE
AGAP009936__SITE03,AGAP009936,permissive,TRUE
AGAP009936__SITE04,AGAP009936,permissive,TRUE
AGAP009936__SITE05,AGAP009936,permissive,TRUE
AGAP007938__SITE01,AGAP007938,permissive,TRUE
AGAP007938__SITE02,AGAP007938,permissive,TRUE
AGAP007938__SITE03,AGAP007938,permissive,TRUE
AGAP007938__SITE04,AGAP007938,permissive,TRUE
AGAP007938__SITE05,AGAP007938,permissive,TRUE
AGAP004521__SITE01,AGAP004521,permissive,FALSE
AGAP004521__SITE02,AGAP004521,permissive,FALSE
AGAP004521__SITE03,AGAP004521,permissive,TRUE
AGAP004521__SITE04,AGAP004521,permissive,TRUE
AGAP004521__SITE05,AGAP004521,permissive,TRUE
AGAP007729__SITE01,AGAP007729,permissive,TRUE
AGAP007729__SITE02,AGAP007729,permissive,TRUE
AGAP007729__SITE03,AGAP007729,permissive,TRUE
AGAP007729__SITE04,AGAP007729,permissive,TRUE
AGAP007729__SITE05,AGAP007729,permissive,TRUE
AGAP012142__SITE01,AGAP012142,permissive,TRUE
AGAP012142__SITE02,AGAP012142,permissive,FALSE
AGAP012142__SITE03,AGAP012142,permissive,TRUE
AGAP012142__SITE04,AGAP012142,permissive,FALSE
AGAP012142__SITE05,AGAP012142,permissive,TRUE
AGAP006233__SITE01,AGAP006233,permissive,TRUE
AGAP006233__SITE02,AGAP006233,permissive,TRUE
AGAP006233__SITE03,AGAP006233,permissive,FALSE
AGAP006233__SITE04,AGAP006233,permissive,FALSE
AGAP006233__SITE05,AGAP006233,permissive,TRUE
AGAP004057__SITE01,AGAP004057,permissive,FALSE
AGAP004057__SITE02,AGAP004057,permissive,FALSE
AGAP004057__SITE03,AGAP004057,permissive,FALSE
AGAP004057__SITE04,AGAP004057,permissive,FALSE
AGAP004057__SITE05,AGAP004057,permissive,TRUE
AGAP012991__SITE01,AGAP012991,permissive,TRUE
AGAP012991__SITE02,AGAP012991,permissive,TRUE
AGAP012991__SITE03,AGAP012991,permissive,TRUE
AGAP012991__SITE04,AGAP012991,permissive,FALSE
AGAP012991__SITE05,AGAP012991,permissive,FALSE
AGAP004739__SITE01,AGAP004739,permissive,TRUE
AGAP004739__SITE02,AGAP004739,permissive,TRUE
AGAP004739__SITE03,AGAP004739,permissive,TRUE
AGAP004739__SITE04,AGAP004739,permissive,TRUE
AGAP004739__SITE05,AGAP004739,permissive,TRUE
AGAP008578__SITE01,AGAP008578,permissive,TRUE
AGAP008578__SITE02,AGAP008578,permissive,TRUE
AGAP008578__SITE03,AGAP008578,permissive,FALSE
AGAP008578__SITE04,AGAP008578,permissive,TRUE
AGAP008578__SITE05,AGAP008578,permissive,TRUE
AGAP010220__SITE01,AGAP010220,permissive,TRUE
AGAP010220__SITE02,AGAP010220,permissive,FALSE
AGAP010220__SITE03,AGAP010220,permissive,FALSE
AGAP010220__SITE04,AGAP010220,permissive,FALSE
AGAP010220__SITE05,AGAP010220,permissive,FALSE
AGAP005920__SITE01,AGAP005920,permissive,FALSE
AGAP005920__SITE02,AGAP005920,permissive,TRUE
AGAP005920__SITE03,AGAP005920,permissive,FALSE
AGAP005920__SITE04,AGAP005920,permissive,TRUE
AGAP005920__SITE05,AGAP005920,permissive,TRUE
AGAP001108__SITE01,AGAP001108,permissive,TRUE
AGAP001108__SITE02,AGAP001108,permissive,TRUE
AGAP001108__SITE03,AGAP001108,permissive,FALSE
