population_site_id,primary_score,primary_class,recalculated_score,recalculated_class,abs_score_difference,class_matches
AGAP011938__SITE03,0.772345287022445,CONCERN,0.772345287022445,CONCERN,4.44089209850063e-16,TRUE
AGAP011938__SITE04,0.541826803482587,CONCERN,0.541826803482587,CONCERN,0,TRUE
AGAP011938__SITE05,0.996180426555893,ROBUST,0.996180426555893,ROBUST,1.11022302462516e-16,TRUE
AGAP011966__SITE01,0.983926620778097,ROBUST,0.983926620778097,ROBUST,0,TRUE
AGAP011966__SITE02,0.40627382112667,CONCERN,0.406273821126669,CONCERN,5.55111512312578e-16,TRUE
AGAP011966__SITE03,0.407659748632,CONCERN,0.407659748632,CONCERN,1.66533453693773e-16,TRUE
AGAP011966__SITE04,0.992845230691779,ROBUST,0.992845230691779,ROBUST,4.44089209850063e-16,TRUE
AGAP011966__SITE05,0.0765668088130775,CONCERN,0.0765668088130775,CONCERN,1.38777878078145e-17,TRUE
AGAP012142__SITE01,0.961081345987454,INTERMEDIATE,0.961081345987454,INTERMEDIATE,0,TRUE
AGAP012142__SITE02,0.20146600331675,CONCERN,0.20146600331675,CONCERN,4.9960036108132e-16,TRUE
AGAP012142__SITE03,0.99937852823425,ROBUST,0.99937852823425,ROBUST,5.55111512312578e-16,TRUE
AGAP012142__SITE04,0.73521942371476,INTERMEDIATE,0.73521942371476,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP012142__SITE05,0.976165118222021,ROBUST,0.976165118222021,ROBUST,3.33066907387547e-16,TRUE
AGAP012424__SITE01,0.990905865020137,ROBUST,0.990905865020137,ROBUST,3.33066907387547e-16,TRUE
AGAP012424__SITE02,0.96285999579567,INTERMEDIATE,0.962859995795669,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP012424__SITE03,0.996962368218431,ROBUST,0.996962368218431,ROBUST,5.55111512312578e-16,TRUE
AGAP012424__SITE04,1,ROBUST,1,ROBUST,0,TRUE
AGAP012424__SITE05,1,ROBUST,1,ROBUST,0,TRUE
AGAP012461__SITE01,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012461__SITE02,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012461__SITE03,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012461__SITE04,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012461__SITE05,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012499__SITE01,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012499__SITE02,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012499__SITE03,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012499__SITE04,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012499__SITE05,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012519__SITE01,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012519__SITE02,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012519__SITE03,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012519__SITE04,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012519__SITE05,,UNRESOLVED_CONTIG,,UNRESOLVED_CONTIG,,TRUE
AGAP012991__SITE01,0.986058692194764,ROBUST,0.986058692194764,ROBUST,1.11022302462516e-16,TRUE
AGAP012991__SITE02,0.995259760401421,ROBUST,0.995259760401421,ROBUST,3.33066907387547e-16,TRUE
AGAP012991__SITE03,0.995654978749241,ROBUST,0.995654978749241,ROBUST,1.11022302462516e-16,TRUE
AGAP012991__SITE04,0.886680939564473,INTERMEDIATE,0.886680939564472,INTERMEDIATE,5.55111512312578e-16,TRUE
AGAP012991__SITE05,0.820545847595028,CONCERN,0.820545847595028,CONCERN,3.33066907387547e-16,TRUE
AGAP028779__SITE01,0.866558526810393,INTERMEDIATE,0.866558526810392,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP028779__SITE02,0.866558526810393,INTERMEDIATE,0.866558526810392,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP028779__SITE03,0.866558526810393,INTERMEDIATE,0.866558526810392,INTERMEDIATE,6.66133814775094e-16,TRUE
AGAP028779__SITE04,0.99937852823425,ROBUST,0.99937852823425,ROBUST,5.55111512312578e-16,TRUE
AGAP028779__SITE05,0.99937852823425,ROBUST,0.99937852823425,ROBUST,5.55111512312578e-16,TRUE
AGAP029982__SITE01,0.994192455381821,ROBUST,0.994192455381821,ROBUST,0,TRUE
AGAP029982__SITE02,0.937230713420079,INTERMEDIATE,0.937230713420079,INTERMEDIATE,2.22044604925031e-16,TRUE
AGAP029982__SITE03,0.942381163094782,INTERMEDIATE,0.942381163094782,INTERMEDIATE,4.44089209850063e-16,TRUE
AGAP029982__SITE04,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
AGAP029982__SITE05,0.95,UNRESOLVED_ACCESSIBILITY,0.95,UNRESOLVED_ACCESSIBILITY,0,TRUE
